country,admin_level_1,admin_level_2,facility,date,tested_cases,confirmed_cases,total_population,rf,tpr
Sample country,province_1,district_1_01,healthfac_1_01_01,2017-04-01,346,209,135429,76.0063504536947,0.6040462427745664
Sample country,province_1,district_1_01,healthfac_1_01_01,2017-05-01,525,117,135429,86.3685124715169,0.22285714285714286
Sample country,province_1,district_1_01,healthfac_1_01_01,2017-06-01,117,82,135429,114.632740275065,0.7008547008547008
Sample country,province_1,district_1_01,healthfac_1_01_01,2017-07-01,641,94,135429,119.092533874512,0.14664586583463338
Sample country,province_1,district_1_01,healthfac_1_01_01,2017-08-01,442,150,135429,217.239025878906,0.3393665158371041
Sample country,province_1,district_1_01,healthfac_1_01_01,2017-09-01,478,144,135429,136.423429361979,0.301255230125523
Sample country,province_1,district_1_01,healthfac_1_01_01,2017-10-01,616,209,135429,44.5367759068807,0.3392857142857143
Sample country,province_1,district_1_01,healthfac_1_01_01,2017-11-01,490,192,135429,91.261701965332,0.39183673469387753
Sample country,province_1,district_1_01,healthfac_1_01_01,2017-12-01,175,76,135429,112.615202840169,0.4342857142857143
Sample country,province_1,district_1_01,healthfac_1_01_01,2018-01-01,353,51,138303,162.924961853027,0.14447592067988668
Sample country,province_1,district_1_01,healthfac_1_01_01,2018-02-01,567,142,138303,216.876318359375,0.25044091710758376
Sample country,province_1,district_1_01,healthfac_1_01_01,2018-03-01,367,230,138303,135.315920003255,0.6267029972752044
Sample country,province_1,district_1_01,healthfac_1_01_01,2018-04-01,763,332,138303,84.2632235209147,0.4351245085190039
Sample country,province_1,district_1_01,healthfac_1_01_01,2018-05-01,738,234,138303,39.1108574549357,0.3170731707317073
Sample country,province_1,district_1_01,healthfac_1_01_01,2018-06-01,196,82,138303,88.9704460144043,0.41836734693877553
Sample country,province_1,district_1_01,healthfac_1_01_01,2018-07-01,138,73,138303,119.901290384928,0.5289855072463768
Sample country,province_1,district_1_01,healthfac_1_01_01,2018-08-01,290,116,138303,138.724415588379,0.4
Sample country,province_1,district_1_01,healthfac_1_01_01,2018-09-01,586,200,138303,46.7391142527262,0.3412969283276451
Sample country,province_1,district_1_01,healthfac_1_01_01,2018-10-01,473,232,138303,40.2689912160238,0.4904862579281184
Sample country,province_1,district_1_01,healthfac_1_01_01,2018-11-01,399,219,138303,65.0678871154785,0.5488721804511278
Sample country,province_1,district_1_01,healthfac_1_01_01,2018-12-01,236,95,138303,208.23752339681,0.4025423728813559
Sample country,province_1,district_1_01,healthfac_1_01_01,2019-01-01,182,105,141238,200.091696166992,0.5769230769230769
Sample country,province_1,district_1_01,healthfac_1_01_01,2019-02-01,232,108,141238,127.022658793132,0.46551724137931033
Sample country,province_1,district_1_01,healthfac_1_01_01,2019-03-01,169,121,141238,112.430101776123,0.7159763313609467
Sample country,province_1,district_1_01,healthfac_1_01_01,2019-04-01,440,167,141238,56.0913850148519,0.3795454545454545
Sample country,province_1,district_1_01,healthfac_1_01_01,2019-05-01,408,239,141238,67.0661730448405,0.5857843137254902
Sample country,province_1,district_1_01,healthfac_1_01_01,2019-06-01,444,143,141238,161.823561096191,0.32207207207207206
Sample country,province_1,district_1_01,healthfac_1_01_01,2019-07-01,320,102,141238,96.3928001403809,0.31875
Sample country,province_1,district_1_01,healthfac_1_01_01,2019-08-01,414,92,141238,123.597679138184,0.2222222222222222
Sample country,province_1,district_1_01,healthfac_1_01_01,2019-09-01,225,176,141238,102.569625345866,0.7822222222222223
Sample country,province_1,district_1_01,healthfac_1_01_01,2019-10-01,550,192,141238,71.5815442403158,0.3490909090909091
Sample country,province_1,district_1_01,healthfac_1_01_01,2019-11-01,636,170,141238,52.1285458246867,0.2672955974842767
Sample country,province_1,district_1_01,healthfac_1_01_01,2019-12-01,526,112,141238,130.986181131999,0.21292775665399238
Sample country,province_1,district_1_01,healthfac_1_01_02,2015-01-01,500,103,142308,220.996697359307,0.206
Sample country,province_1,district_1_01,healthfac_1_01_02,2015-02-01,377,221,142308,275.587941369345,0.5862068965517241
Sample country,province_1,district_1_01,healthfac_1_01_02,2015-03-01,495,235,142308,222.513363860374,0.47474747474747475
Sample country,province_1,district_1_01,healthfac_1_01_02,2015-04-01,594,294,142308,108.424203650896,0.494949494949495
Sample country,province_1,district_1_01,healthfac_1_01_02,2015-05-01,726,336,142308,163.570636837981,0.4628099173553719
Sample country,province_1,district_1_01,healthfac_1_01_02,2015-06-01,382,269,142308,235.895124923351,0.7041884816753927
Sample country,province_1,district_1_01,healthfac_1_01_02,2015-07-01,239,188,142308,369.99556714435,0.7866108786610879
Sample country,province_1,district_1_01,healthfac_1_01_02,2015-08-01,461,227,142308,411.242013620776,0.4924078091106291
Sample country,province_1,district_1_01,healthfac_1_01_02,2015-09-01,520,258,142308,132.606330871582,0.49615384615384617
Sample country,province_1,district_1_01,healthfac_1_01_02,2015-10-01,371,334,142308,156.228703698447,0.9002695417789758
Sample country,province_1,district_1_01,healthfac_1_01_02,2015-11-01,476,335,142308,116.672283616177,0.7037815126050421
Sample country,province_1,district_1_01,healthfac_1_01_02,2015-12-01,324,144,142308,182.266103345294,0.4444444444444444
Sample country,province_1,district_1_01,healthfac_1_01_02,2016-01-01,375,103,145328,243.088861509811,0.27466666666666667
Sample country,province_1,district_1_01,healthfac_1_01_02,2016-02-01,185,137,145328,273.762673666311,0.7405405405405405
Sample country,province_1,district_1_01,healthfac_1_01_02,2016-03-01,364,331,145328,148.509793836017,0.9093406593406593
Sample country,province_1,district_1_01,healthfac_1_01_02,2016-04-01,758,307,145328,81.3112784097361,0.4050131926121372
Sample country,province_1,district_1_01,healthfac_1_01_02,2016-05-01,414,333,145328,29.6143909276918,0.8043478260869565
Sample country,province_1,district_1_01,healthfac_1_01_02,2016-06-01,268,158,145328,116.61446717728,0.5895522388059702
Sample country,province_1,district_1_01,healthfac_1_01_02,2016-07-01,460,172,145328,242.988014043764,0.3739130434782609
Sample country,province_1,district_1_01,healthfac_1_01_02,2016-08-01,285,182,145328,269.804813828579,0.6385964912280702
Sample country,province_1,district_1_01,healthfac_1_01_02,2016-09-01,314,287,145328,154.87145658981,0.9140127388535032
Sample country,province_1,district_1_01,healthfac_1_01_02,2016-10-01,327,274,145328,186.484701467115,0.8379204892966361
Sample country,province_1,district_1_01,healthfac_1_01_02,2016-11-01,438,227,145328,164.106663903525,0.5182648401826484
Sample country,province_1,district_1_01,healthfac_1_01_02,2016-12-01,542,155,145328,178.337496025618,0.2859778597785978
Sample country,province_1,district_1_01,healthfac_1_01_02,2017-01-01,405,155,148413,241.574407888013,0.38271604938271603
Sample country,province_1,district_1_01,healthfac_1_01_02,2017-02-01,643,186,148413,317.016842154569,0.2892690513219285
Sample country,province_1,district_1_01,healthfac_1_01_02,2017-03-01,782,304,148413,173.130710690521,0.3887468030690537
Sample country,province_1,district_1_01,healthfac_1_01_02,2017-04-01,476,369,148413,116.007302927416,0.7752100840336135
Sample country,province_1,district_1_01,healthfac_1_01_02,2017-05-01,415,291,148413,132.794482563817,0.7012048192771084
Sample country,province_1,district_1_01,healthfac_1_01_02,2017-06-01,612,225,148413,186.606868655183,0.36764705882352944
Sample country,province_1,district_1_01,healthfac_1_01_02,2017-07-01,205,179,148413,297.0693550997,0.8731707317073171
Sample country,province_1,district_1_01,healthfac_1_01_02,2017-08-01,466,231,148413,315.486866795739,0.4957081545064378
Sample country,province_1,district_1_01,healthfac_1_01_02,2017-09-01,505,174,148413,215.392042293105,0.3445544554455445
Sample country,province_1,district_1_01,healthfac_1_01_02,2017-10-01,485,352,148413,116.448307126067,0.7257731958762886
Sample country,province_1,district_1_01,healthfac_1_01_02,2017-11-01,607,325,148413,142.866627360499,0.5354200988467874
Sample country,province_1,district_1_01,healthfac_1_01_02,2017-12-01,275,172,148413,158.199631624444,0.6254545454545455
Sample country,province_1,district_1_01,healthfac_1_01_02,2018-01-01,109,76,151562,221.563274649687,0.6972477064220184
Sample country,province_1,district_1_01,healthfac_1_01_02,2018-02-01,251,209,151562,288.382148210392,0.8326693227091634
Sample country,province_1,district_1_01,healthfac_1_01_02,2018-03-01,366,252,151562,311.308360609897,0.6885245901639344
Sample country,province_1,district_1_01,healthfac_1_01_02,2018-04-01,528,403,151562,176.36413716161,0.7632575757575758
Sample country,province_1,district_1_01,healthfac_1_01_02,2018-05-01,850,363,151562,92.0214168637298,0.42705882352941177
Sample country,province_1,district_1_01,healthfac_1_01_02,2018-06-01,471,162,151562,132.258566745492,0.34394904458598724
Sample country,province_1,district_1_01,healthfac_1_01_02,2018-07-01,247,157,151562,248.696732986805,0.6356275303643725
Sample country,province_1,district_1_01,healthfac_1_01_02,2018-08-01,463,260,151562,225.979304114053,0.5615550755939525
Sample country,province_1,district_1_01,healthfac_1_01_02,2018-09-01,646,318,151562,190.198428131813,0.49226006191950467
Sample country,province_1,district_1_01,healthfac_1_01_02,2018-10-01,654,339,151562,79.486612541731,0.518348623853211
Sample country,province_1,district_1_01,healthfac_1_01_02,2018-11-01,684,302,151562,122.075636575388,0.4415204678362573
Sample country,province_1,district_1_01,healthfac_1_01_02,2018-12-01,231,165,151562,257.263771234557,0.7142857142857143
Sample country,province_1,district_1_01,healthfac_1_01_02,2019-01-01,390,248,154779,251.271393531977,0.6358974358974359
Sample country,province_1,district_1_01,healthfac_1_01_02,2019-02-01,238,169,154779,198.989418207213,0.7100840336134454
Sample country,province_1,district_1_01,healthfac_1_01_02,2019-03-01,313,233,154779,229.232701501181,0.744408945686901
Sample country,province_1,district_1_01,healthfac_1_01_02,2019-04-01,623,290,154779,109.960566942082,0.4654895666131621
Sample country,province_1,district_1_01,healthfac_1_01_02,2019-05-01,794,408,154779,128.137260259584,0.5138539042821159
Sample country,province_1,district_1_01,healthfac_1_01_02,2019-06-01,262,217,154779,252.483207880064,0.8282442748091603
Sample country,province_1,district_1_01,healthfac_1_01_02,2019-07-01,400,248,154779,212.841765647711,0.62
Sample country,province_1,district_1_01,healthfac_1_01_02,2019-08-01,518,188,154779,305.60799887014,0.36293436293436293
Sample country,province_1,district_1_01,healthfac_1_01_02,2019-09-01,396,286,154779,192.61181959995,0.7222222222222222
Sample country,province_1,district_1_01,healthfac_1_01_02,2019-10-01,449,263,154779,176.468882183696,0.5857461024498887
Sample country,province_1,district_1_01,healthfac_1_01_02,2019-11-01,710,268,154779,121.005752740904,0.37746478873239436
Sample country,province_1,district_1_01,healthfac_1_01_02,2019-12-01,157,101,154779,189.970298589662,0.643312101910828
Sample country,province_1,district_1_01,healthfac_1_01_03,2015-01-01,388,111,319905,203.151253078295,0.2860824742268041
Sample country,province_1,district_1_01,healthfac_1_01_03,2015-02-01,508,418,319905,240.630893873132,0.8228346456692913
Sample country,province_1,district_1_01,healthfac_1_01_03,2015-03-01,617,399,319905,140.180815655252,0.646677471636953
Sample country,province_1,district_1_01,healthfac_1_01_03,2015-04-01,582,468,319905,79.4082641601562,0.8041237113402062
Sample country,province_1,district_1_01,healthfac_1_01_03,2015-05-01,950,615,319905,118.986125448476,0.6473684210526316
Sample country,province_1,district_1_01,healthfac_1_01_03,2015-06-01,485,329,319905,196.413008980129,0.6783505154639176
Sample country,province_1,district_1_01,healthfac_1_01_03,2015-07-01,485,161,319905,287.797760673191,0.3319587628865979
Sample country,province_1,district_1_01,healthfac_1_01_03,2015-08-01,566,473,319905,269.3150230076,0.8356890459363958
Sample country,province_1,district_1_01,healthfac_1_01_03,2015-09-01,961,598,319905,87.9916410860808,0.6222684703433923
Sample country,province_1,district_1_01,healthfac_1_01_03,2015-10-01,947,610,319905,66.0028990040655,0.6441393875395988
Sample country,province_1,district_1_01,healthfac_1_01_03,2015-11-01,881,454,319905,76.4809027962063,0.5153234960272418
Sample country,province_1,district_1_01,healthfac_1_01_03,2015-12-01,251,219,319905,163.442602074665,0.8725099601593626
Sample country,province_1,district_1_01,healthfac_1_01_03,2016-01-01,476,253,326694,201.976101087487,0.5315126050420168
Sample country,province_1,district_1_01,healthfac_1_01_03,2016-02-01,360,178,326694,243.465699569039,0.49444444444444446
Sample country,province_1,district_1_01,healthfac_1_01_03,2016-03-01,748,593,326694,93.468646671461,0.7927807486631016
Sample country,province_1,district_1_01,healthfac_1_01_03,2016-04-01,920,642,326694,94.5256508536961,0.6978260869565217
Sample country,province_1,district_1_01,healthfac_1_01_03,2016-05-01,1046,644,326694,24.1192549000616,0.615678776290631
Sample country,province_1,district_1_01,healthfac_1_01_03,2016-06-01,563,267,326694,98.9235586083454,0.47424511545293074
Sample country,province_1,district_1_01,healthfac_1_01_03,2016-07-01,658,266,326694,210.703092492145,0.40425531914893614
Sample country,province_1,district_1_01,healthfac_1_01_03,2016-08-01,773,333,326694,152.725179589313,0.4307891332470893
Sample country,province_1,district_1_01,healthfac_1_01_03,2016-09-01,704,473,326694,99.1589239369268,0.671875
Sample country,province_1,district_1_01,healthfac_1_01_03,2016-10-01,778,557,326694,82.4332677592402,0.7159383033419023
Sample country,province_1,district_1_01,healthfac_1_01_03,2016-11-01,832,489,326694,95.9352435236392,0.5877403846153846
Sample country,province_1,district_1_01,healthfac_1_01_03,2016-12-01,431,280,326694,147.515276701554,0.6496519721577726
Sample country,province_1,district_1_01,healthfac_1_01_03,2017-01-01,225,193,333627,160.686811032503,0.8577777777777778
Sample country,province_1,district_1_01,healthfac_1_01_03,2017-02-01,421,334,333627,235.384999150815,0.7933491686460807
Sample country,province_1,district_1_01,healthfac_1_01_03,2017-03-01,657,381,333627,113.034194946289,0.5799086757990868
Sample country,province_1,district_1_01,healthfac_1_01_03,2017-04-01,666,624,333627,91.8866106116253,0.9369369369369369
Sample country,province_1,district_1_01,healthfac_1_01_03,2017-05-01,490,380,333627,119.500826628312,0.7755102040816326
Sample country,province_1,district_1_01,healthfac_1_01_03,2017-06-01,365,265,333627,123.163104181704,0.726027397260274
Sample country,province_1,district_1_01,healthfac_1_01_03,2017-07-01,497,230,333627,176.545445981233,0.46277665995975853
Sample country,province_1,district_1_01,healthfac_1_01_03,2017-08-01,438,410,333627,212.50975501019,0.9360730593607306
Sample country,province_1,district_1_01,healthfac_1_01_03,2017-09-01,771,383,333627,142.017422800479,0.496757457846952
Sample country,province_1,district_1_01,healthfac_1_01_03,2017-10-01,987,620,333627,97.6067735423212,0.6281661600810537
Sample country,province_1,district_1_01,healthfac_1_01_03,2017-11-01,648,585,333627,101.657127048658,0.9027777777777778
Sample country,province_1,district_1_01,healthfac_1_01_03,2017-12-01,474,243,333627,132.011936021888,0.5126582278481012
Sample country,province_1,district_1_01,healthfac_1_01_03,2018-01-01,273,176,340707,242.502645741338,0.6446886446886447
Sample country,province_1,district_1_01,healthfac_1_01_03,2018-02-01,649,435,340707,285.195592465608,0.6702619414483821
Sample country,province_1,district_1_01,healthfac_1_01_03,2018-03-01,907,639,340707,172.895477958347,0.7045203969128997
Sample country,province_1,district_1_01,healthfac_1_01_03,2018-04-01,1034,900,340707,135.053452533224,0.8704061895551257
Sample country,province_1,district_1_01,healthfac_1_01_03,2018-05-01,754,663,340707,71.8010500203008,0.8793103448275862
Sample country,province_1,district_1_01,healthfac_1_01_03,2018-06-01,449,280,340707,105.884495610776,0.623608017817372
Sample country,province_1,district_1_01,healthfac_1_01_03,2018-07-01,537,339,340707,129.557053607443,0.6312849162011173
Sample country,province_1,district_1_01,healthfac_1_01_03,2018-08-01,939,399,340707,222.478021704632,0.4249201277955272
Sample country,province_1,district_1_01,healthfac_1_01_03,2018-09-01,805,536,340707,100.600582371587,0.6658385093167701
Sample country,province_1,district_1_01,healthfac_1_01_03,2018-10-01,1101,666,340707,47.2964734616487,0.6049046321525886
Sample country,province_1,district_1_01,healthfac_1_01_03,2018-11-01,722,608,340707,84.6966209411621,0.8421052631578947
Sample country,province_1,district_1_01,healthfac_1_01_03,2018-12-01,522,249,340707,202.270750626274,0.47701149425287354
Sample country,province_1,district_1_01,healthfac_1_01_03,2019-01-01,620,264,347938,221.995391182278,0.4258064516129032
Sample country,province_1,district_1_01,healthfac_1_01_03,2019-02-01,749,340,347938,149.990698109502,0.4539385847797063
Sample country,province_1,district_1_01,healthfac_1_01_03,2019-03-01,705,361,347938,141.008367455524,0.5120567375886524
Sample country,province_1,district_1_01,healthfac_1_01_03,2019-04-01,731,457,347938,110.423657209977,0.625170998632011
Sample country,province_1,district_1_01,healthfac_1_01_03,2019-05-01,1281,722,347938,116.632932248323,0.5636221701795472
Sample country,province_1,district_1_01,healthfac_1_01_03,2019-06-01,1021,473,347938,148.988566688869,0.4632713026444662
Sample country,province_1,district_1_01,healthfac_1_01_03,2019-07-01,282,263,347938,164.084316419519,0.9326241134751773
Sample country,province_1,district_1_01,healthfac_1_01_03,2019-08-01,839,303,347938,153.365099367888,0.36114421930870083
Sample country,province_1,district_1_01,healthfac_1_01_03,2019-09-01,989,455,347938,133.034213853919,0.46006066734074824
Sample country,province_1,district_1_01,healthfac_1_01_03,2019-10-01,484,432,347938,80.858386495839,0.8925619834710744
Sample country,province_1,district_1_01,healthfac_1_01_03,2019-11-01,721,483,347938,52.2714777407439,0.6699029126213593
Sample country,province_1,district_1_01,healthfac_1_01_03,2019-12-01,504,212,347938,150.833616837211,0.42063492063492064
Sample country,province_1,district_1_01,healthfac_1_01_04,2015-01-01,393,71,208216,211.720367855496,0.1806615776081425
Sample country,province_1,district_1_01,healthfac_1_01_04,2015-02-01,530,275,208216,226.785261366102,0.5188679245283019
Sample country,province_1,district_1_01,healthfac_1_01_04,2015-03-01,599,261,208216,141.586785634359,0.4357262103505843
Sample country,province_1,district_1_01,healthfac_1_01_04,2015-04-01,461,329,208216,87.167039659288207,0.7136659436008677
Sample country,province_1,district_1_01,healthfac_1_01_04,2015-05-01,941,427,208216,122.395147111681,0.4537725823591923
Sample country,province_1,district_1_01,healthfac_1_01_04,2015-06-01,550,215,208216,198.875909169515,0.39090909090909093
Sample country,province_1,district_1_01,healthfac_1_01_04,2015-07-01,537,140,208216,297.082995096842,0.260707635009311
Sample country,province_1,district_1_01,healthfac_1_01_04,2015-08-01,354,292,208216,276.292810228136,0.8248587570621468
Sample country,province_1,district_1_01,healthfac_1_01_04,2015-09-01,496,388,208216,105.831908543905,0.782258064516129
Sample country,province_1,district_1_01,healthfac_1_01_04,2015-10-01,550,381,208216,74.9041292402479,0.6927272727272727
Sample country,province_1,district_1_01,healthfac_1_01_04,2015-11-01,640,329,208216,72.5952481163873,0.5140625
Sample country,province_1,district_1_01,healthfac_1_01_04,2015-12-01,529,169,208216,167.855739169651,0.31947069943289225
Sample country,province_1,district_1_01,healthfac_1_01_04,2016-01-01,545,169,212635,194.711922539605,0.31009174311926607
Sample country,province_1,district_1_01,healthfac_1_01_04,2016-02-01,228,128,212635,236.818984985352,0.5614035087719298
Sample country,province_1,district_1_01,healthfac_1_01_04,2016-03-01,470,402,212635,96.2065486907959,0.8553191489361702
Sample country,province_1,district_1_01,healthfac_1_01_04,2016-04-01,784,431,212635,80.4474768108792,0.5497448979591837
Sample country,province_1,district_1_01,healthfac_1_01_04,2016-05-01,795,459,212635,21.9584402508206,0.5773584905660377
Sample country,province_1,district_1_01,healthfac_1_01_04,2016-06-01,426,194,212635,102.477181328668,0.45539906103286387
Sample country,province_1,district_1_01,healthfac_1_01_04,2016-07-01,343,183,212635,191.785613589817,0.5335276967930029
Sample country,province_1,district_1_01,healthfac_1_01_04,2016-08-01,537,218,212635,165.877785152859,0.4059590316573557
Sample country,province_1,district_1_01,healthfac_1_01_04,2016-09-01,495,311,212635,98.9181694454617,0.6282828282828283
Sample country,province_1,district_1_01,healthfac_1_01_04,2016-10-01,652,387,212635,83.3271917766995,0.593558282208589
Sample country,province_1,district_1_01,healthfac_1_01_04,2016-11-01,812,326,212635,113.702617645264,0.4014778325123153
Sample country,province_1,district_1_01,healthfac_1_01_04,2016-12-01,574,185,212635,143.786904229058,0.32229965156794427
Sample country,province_1,district_1_01,healthfac_1_01_04,2017-01-01,621,118,217147,179.79297680325,0.19001610305958133
Sample country,province_1,district_1_01,healthfac_1_01_04,2017-02-01,462,234,217147,244.793559604221,0.5064935064935064
Sample country,province_1,district_1_01,healthfac_1_01_04,2017-03-01,563,263,217147,119.270370483398,0.46714031971580816
Sample country,province_1,district_1_01,healthfac_1_01_04,2017-04-01,501,448,217147,100.246680577596,0.8942115768463074
Sample country,province_1,district_1_01,healthfac_1_01_04,2017-05-01,540,285,217147,105.552676730686,0.5277777777777778
Sample country,province_1,district_1_01,healthfac_1_01_04,2017-06-01,399,194,217147,131.402644263373,0.48621553884711777
Sample country,province_1,district_1_01,healthfac_1_01_04,2017-07-01,402,187,217147,192.716384039985,0.4651741293532338
Sample country,province_1,district_1_01,healthfac_1_01_04,2017-08-01,681,283,217147,241.76200527615,0.4155653450807636
Sample country,province_1,district_1_01,healthfac_1_01_04,2017-09-01,594,262,217147,165.033915095859,0.44107744107744107
Sample country,province_1,district_1_01,healthfac_1_01_04,2017-10-01,459,381,217147,103.744932810465,0.8300653594771242
Sample country,province_1,district_1_01,healthfac_1_01_04,2017-11-01,1015,398,217147,117.76473151312899,0.3921182266009852
Sample country,province_1,district_1_01,healthfac_1_01_04,2017-12-01,481,181,217147,147.681705474854,0.3762993762993763
Sample country,province_1,district_1_01,healthfac_1_01_04,2018-01-01,601,114,221756,221.870761447483,0.1896838602329451
Sample country,province_1,district_1_01,healthfac_1_01_04,2018-02-01,317,262,221756,278.834671868218,0.8264984227129337
Sample country,province_1,district_1_01,healthfac_1_01_04,2018-03-01,542,417,221756,222.273390875922,0.7693726937269373
Sample country,province_1,district_1_01,healthfac_1_01_04,2018-04-01,739,631,221756,141.698780907525,0.8538565629228687
Sample country,province_1,district_1_01,healthfac_1_01_04,2018-05-01,708,428,221756,66.441575050354,0.6045197740112994
Sample country,province_1,district_1_01,healthfac_1_01_04,2018-06-01,314,182,221756,110.353716532389,0.5796178343949044
Sample country,province_1,district_1_01,healthfac_1_01_04,2018-07-01,503,204,221756,153.25100602044,0.40556660039761433
Sample country,province_1,district_1_01,healthfac_1_01_04,2018-08-01,720,303,221756,215.822544945611,0.42083333333333334
Sample country,province_1,district_1_01,healthfac_1_01_04,2018-09-01,603,392,221756,106.388645913866,0.6500829187396352
Sample country,province_1,district_1_01,healthfac_1_01_04,2018-10-01,798,439,221756,46.706524848938,0.550125313283208
Sample country,province_1,district_1_01,healthfac_1_01_04,2018-11-01,478,465,221756,85.1829685635037,0.9728033472803347
Sample country,province_1,district_1_01,healthfac_1_01_04,2018-12-01,390,176,221756,231.720751444499,0.4512820512820513
Sample country,province_1,district_1_01,healthfac_1_01_04,2019-01-01,719,216,226462,240.765412224664,0.3004172461752434
Sample country,province_1,district_1_01,healthfac_1_01_04,2019-02-01,239,210,226462,146.873975541857,0.8786610878661087
Sample country,province_1,district_1_01,healthfac_1_01_04,2019-03-01,329,270,226462,142.646041870117,0.8206686930091185
Sample country,province_1,district_1_01,healthfac_1_01_04,2019-04-01,498,351,226462,105.954458978441,0.7048192771084337
Sample country,province_1,district_1_01,healthfac_1_01_04,2019-05-01,1033,496,226462,100.007710562812,0.4801548886737657
Sample country,province_1,district_1_01,healthfac_1_01_04,2019-06-01,506,319,226462,173.173870510525,0.6304347826086957
Sample country,province_1,district_1_01,healthfac_1_01_04,2019-07-01,618,220,226462,145.975851482815,0.3559870550161812
Sample country,province_1,district_1_01,healthfac_1_01_04,2019-08-01,206,196,226462,171.602664099799,0.9514563106796117
Sample country,province_1,district_1_01,healthfac_1_01_04,2019-09-01,781,317,226462,135.039530860053,0.4058898847631242
Sample country,province_1,district_1_01,healthfac_1_01_04,2019-10-01,547,316,226462,91.613014433119,0.5776965265082267
Sample country,province_1,district_1_01,healthfac_1_01_04,2019-11-01,407,343,226462,71.6317710876465,0.8427518427518428
Sample country,province_1,district_1_01,healthfac_1_01_04,2019-12-01,299,174,226462,147.360414293077,0.5819397993311036
Sample country,province_1,district_1_01,healthfac_1_01_05,2015-01-01,536,112,267084,235.635314941406,0.208955223880597
Sample country,province_1,district_1_01,healthfac_1_01_05,2015-02-01,707,365,267084,257.910419040256,0.5162659123055162
Sample country,province_1,district_1_01,healthfac_1_01_05,2015-03-01,643,372,267084,201.597988552517,0.578538102643857
Sample country,province_1,district_1_01,healthfac_1_01_05,2015-04-01,799,518,267084,71.2694897121853,0.6483103879849812
Sample country,province_1,district_1_01,healthfac_1_01_05,2015-05-01,862,659,267084,141.440437316895,0.7645011600928074
Sample country,province_1,district_1_01,healthfac_1_01_05,2015-06-01,709,418,267084,230.526577419705,0.5895627644569816
Sample country,province_1,district_1_01,healthfac_1_01_05,2015-07-01,609,256,267084,356.363389756944,0.42036124794745483
Sample country,province_1,district_1_01,healthfac_1_01_05,2015-08-01,542,462,267084,311.638529459635,0.8523985239852399
